YEAR,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ECONOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual economies,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
GCC (The Cooperation Council for the Arab States of the Gulf),82.10116732,85.05747126,75.18796992,108.1466395,102.6662544,125.1553082,158.4915493,123.7116643,117.0652714,107.2543949,162.8925276,139.8205676,150.3584432,140.8041997,144.5717839,147.715803,150.0267703,136.6521046,140.6832116,132.4190569,166.1459088,133.8029468,170.9395862,256.9802676,254.4657439,249.4835546,633.334547,329.8934608,233.4471182,138.3022879,92.04520555,150.0707859,214.4228064,188.6326703,81.55876704,36.6285988,41.2040502,51.06732457,20.8424694,34.65618543,21.83671388,51.0870093,85.29541378,49.63144149,37.62419794,36.60332335,48.22176129,47.4705705,64.86489539,58.91757654,14.28260147,50.88358712,105.9951845,77.25009772,69.09873713,74.20523648,84.85192136,111.0888824,113.575657,88.12238545,87.66703009,65.15411715,89.03960938,113.1616012,109.5075145,98.52431612,78.70994573,26.47701479,24.51289393,38.74219411,64.69760453,49.22264439
GSTP (Global System of Trade Preferences among Developing Countries),-2.353169606,-11.56236908,17.20138048,3.759123003,-13.67778921,1.200148957,-0.109253238,0.422257945,-1.25684085,-12.91869324,-10.67703129,-6.629137556,-13.16614997,-14.8176076,-11.94988775,-5.884285543,-5.051356047,-3.182431279,-5.675923907,-4.398221732,-4.824332902,-2.04392067,-2.142521317,-4.830735427,-7.845765218,0.505273493,9.462378298,-14.12514944,-1.985999971,-2.197168361,-10.54505852,6.379614394,4.351330773,-13.51303631,-8.319296399,0.825534246,7.227280637,9.946185636,-3.819166718,3.165341492,-0.978311895,-0.185857801,0.455893211,-6.722048407,-8.886089397,-8.812197213,-7.96185138,-7.791557182,-7.317854501,-7.14184765,0.475592901,5.228930376,7.748995633,4.139175921,7.617986811,11.27698132,9.94373284,9.369271171,11.23733108,8.046288683,2.000729378,3.648228964,3.134965338,2.867789119,-0.38199256,-1.819740492,-2.033528816,-4.098806616,-1.348452502,-0.879159296,-2.939135678,-3.011709326
  GSTP: Africa,-16.15506043,-21.34466435,-14.21199901,-18.58845124,-27.32328927,-20.93064155,-16.2064478,-23.80416503,-25.17493714,-28.41168746,-30.74889641,-30.68560621,-33.87437967,-35.47154814,-26.70871442,-11.8109936,-6.505500626,-5.357485001,-3.628083673,5.030595536,19.14903252,24.84953357,16.8653539,14.54099547,21.07830075,23.88343829,53.7441237,-4.47804593,12.61131237,1.533710553,-21.00747114,24.66945861,36.69902401,-7.116337249,-13.16282482,-10.36696567,-4.931059351,6.352772523,-23.52890692,-19.56853188,-33.86657503,-19.87874748,11.46612314,5.436156299,-5.846762338,-12.48873383,-15.70627932,-13.88461016,-0.286401815,-4.378564897,-29.35600562,-14.06496048,22.90674839,4.518439889,8.335566013,21.26470877,28.78273659,39.99485835,43.97375444,29.50638687,26.69245726,-1.631354297,10.77156258,8.369574971,9.106495374,-8.903011518,-13.23571462,-36.03360094,-35.59888555,-23.9030305,-20.2552999,-22.57834896
  GSTP: Asia,-5.50232218,-17.81056928,28.48660713,18.68124904,-12.89146334,-5.105843062,0.709084918,6.801389424,-0.976254372,-16.11346177,-9.81139914,-4.419455103,-15.169497,-15.64905368,-15.82865667,-13.83579054,-16.10724445,-14.56020551,-16.05002285,-18.43028423,-17.99006149,-16.23064263,-13.87632605,-6.951367443,-17.8342973,-10.36577838,2.287057919,-15.02100335,-3.683634502,-1.785525491,-6.233402567,5.076739674,-1.373001401,-21.71077345,-15.49359008,-13.05030893,-7.912457069,-4.831723434,-8.30935451,1.136387681,-1.783330094,-6.434675734,-10.90150988,-14.21566938,-10.49643016,-8.290291772,-6.060345177,-9.259442908,-10.53954249,-7.046393863,14.44240124,12.91317597,10.25220063,7.324641378,7.332080238,8.747122263,5.775923354,2.582046063,4.628789542,3.992248823,-2.534485196,2.692919903,1.225181362,0.55456196,-3.784803411,-1.922660688,-0.667189139,0.969642527,2.101473683,-0.130431094,-2.896096777,-3.174360223
  GSTP: Latin America,6.148289359,0.552568192,20.04892523,-2.50409833,-8.32714208,18.43388469,6.154865199,5.411138312,9.291642244,-3.094577013,-1.707731771,3.42623044,0.707991153,-3.1206405,-1.150861275,6.788650862,9.307153396,12.17003884,6.258834117,9.117438392,0.333999208,2.929942689,2.050687441,-11.80836548,-10.21368744,2.250320794,-3.240123655,-19.01934135,-8.986495382,-5.499798685,-8.891449016,-2.716627952,-5.615957149,-5.12850041,8.423369671,44.1240981,51.20288077,43.96533389,16.98875481,21.17714728,21.82068785,27.32034381,27.22332967,8.5462323,-6.194969541,-8.862467427,-10.08274655,-2.177362802,-1.130132492,-7.977541369,-13.91860424,-4.047217595,-0.055862568,-1.641435867,8.040942943,14.5406313,14.80308853,17.22695849,17.76943579,10.88373679,4.542900305,7.852723564,5.232545927,6.757118883,4.799086806,0.723245136,-1.618475642,-5.666219857,0.956175039,3.994491554,2.211331478,3.821306814
IGAD (Intergovernmental Authority on Development),4.147966257,-23.72045221,-1.495834385,10.28853026,-20.31150403,-18.39095487,-20.61445129,-20.87550145,-4.746683495,-19.54715047,-18.12832622,-4.495761289,-12.48738828,-20.98469558,-16.76628077,-10.86897963,-8.287351449,-11.57327355,-14.71691652,-12.99581128,-19.06779771,-12.746245,-9.307502774,-25.54286165,-8.845047734,-5.962652973,-33.32729495,-37.75896489,-23.65803469,-13.57460698,-42.31122173,-34.05848308,-49.45527415,-51.27285741,-47.82507955,-47.08916553,-38.86356122,-43.844957,-43.11920848,-53.27348487,-55.00534919,-51.25289517,-55.07946761,-49.24980013,-54.32159338,-51.88022264,-49.88851782,-50.93212237,-50.59118493,-51.15831235,-56.59437394,-54.0748172,-44.65583011,-49.2407932,-43.34332176,-47.30189195,-44.9674879,-49.06711014,-53.3463566,-44.72326073,-42.0103058,-51.10087527,-43.47922345,-46.54662931,-64.12072951,-63.86443969,-66.92661864,-69.83972896,-65.31074178,-62.25446025,-62.35348547,-62.23806928
LAIA (Latin American Integration Association),4.250248468,-0.164286744,19.09354801,-3.450417723,-9.451443306,17.4104157,5.1731004,4.673508658,8.44362727,-4.238775377,-2.723558679,2.426860222,-0.150086604,-4.575374101,-2.765028846,5.054791413,8.599420027,12.15717718,5.719554799,8.315779364,-1.480091453,1.729930145,0.915139118,-12.98230396,-11.42085735,1.496064562,-5.045937781,-21.48229612,-11.11583108,-7.340539446,-10.70558741,-5.027552173,-7.405470415,-6.501853008,8.539678794,45.0179822,50.99205002,43.38327459,16.88525324,20.65582234,21.97091562,26.91501368,25.75556897,7.69399893,-7.116509452,-9.690433644,-11.1023967,-3.138127976,-1.883720642,-8.352487747,-14.31265534,-4.583026432,-0.797213481,-2.189808637,7.671916747,13.90500424,14.14960443,16.08479343,16.20639391,9.665036532,3.03627505,7.272809051,4.182124028,5.725199907,3.997098392,-0.528741212,-2.794207972,-6.738944683,-0.05047928,2.864882356,1.177854709,2.897165864
LAS (League of Arab States),-25.3322621,-21.43158894,-12.31590962,-7.188410921,-11.17873756,1.213344478,8.939921345,1.921524421,-0.189314256,-6.223176414,4.084669855,0.489346079,-4.722372908,-5.753819443,7.774121202,17.50597031,20.72411948,23.92135365,23.81121444,33.86567408,52.50884964,50.36598149,53.39935402,75.27060248,75.21284365,83.91506026,202.0997495,95.88187179,105.4232204,64.84487307,38.04339037,89.3316324,113.1605059,68.33372422,22.61357228,4.617987062,6.547281435,14.76568926,-11.7864154,0.242982191,-15.4249927,8.23855023,40.74516339,23.64035358,11.67170288,5.386201656,7.003396187,8.331031024,19.09314125,20.59716843,-12.04361418,13.14940614,56.91453717,34.02574855,33.56578264,40.53719385,42.30089076,63.16807063,73.25419531,57.21776517,58.37270267,27.99564846,44.75888069,62.4717695,62.09384649,52.2066181,37.69635501,0.770412103,0.686406958,11.89739004,29.09776787,20.66989318
MERCOSUR (Southern Common Market),4.273652225,-3.525040732,30.21549624,-5.152793192,-14.45181109,33.34794771,10.296969,13.74718178,21.83950268,2.540995686,8.911271773,11.95732041,15.73513912,9.779668542,12.5488852,35.63217218,44.74194324,47.70902136,43.15572358,43.8650031,20.31907852,24.24433886,18.71811357,0.68489719,-0.505476704,18.79933512,4.086305585,-13.62779387,-4.593472911,-4.033713503,-8.197716402,-1.123762739,-1.783696432,12.42448841,11.20211034,54.81805436,81.04051366,80.93016278,29.59980128,32.27453611,52.89327695,76.86353058,74.48951177,34.37519362,16.30457003,12.83253546,9.77104059,-3.085876561,2.107035412,-6.875183465,-12.4170822,-0.069212658,13.00166265,13.34273218,55.43376504,71.95059404,58.1181853,60.34080404,48.6480566,29.14108967,21.70572837,21.46370046,14.08291186,17.31318101,15.95629916,7.086005738,4.109172584,3.031526916,22.64044694,27.2254767,22.23885632,24.18340582
MRU (Mano River Union),346.0610892,334.3721102,19.25110899,19.64050454,9.264696588,25.16645747,19.39354654,12.35428368,11.1855051,-7.774441348,7.264499083,-2.680558702,15.27339553,-6.86819973,-16.3842823,9.925949846,13.22972551,10.7291675,11.83266157,13.65759448,33.68479877,29.71632625,14.72827442,10.12918243,13.1724463,10.36650301,14.08766723,-0.374552175,13.86095371,15.38046558,-0.573426465,1.559978604,1.104613777,3.810566731,4.478951374,16.72049932,55.15628748,52.97223137,53.17375138,32.13087956,21.54806615,14.04436708,34.17445553,11.92006409,14.34715544,6.925262061,20.51828037,20.21001401,33.94084042,29.50789057,34.86960569,33.42012444,25.16738058,35.80033959,67.42036046,50.22756747,29.21908919,20.44101075,29.69887066,16.64827732,15.03015677,40.31067848,25.25122363,27.6025283,6.838910574,-5.034866651,-0.59080275,-4.248838743,-6.643108641,12.17196648,0.641652988,7.896014066
MSG (Melanesian Spearhead Group),-7.549782408,-18.90193516,-5.328199571,-13.78630079,-10.83909828,8.563870474,-11.55459618,-20.72583478,-31.06584175,-19.26193559,-14.57646424,-8.944932009,-23.42072631,-34.86464248,-28.82646214,-22.91413691,-27.73355957,-40.01942095,-47.96998699,-49.60444563,-43.41957094,-46.14358652,-54.66109872,-58.36847446,-38.89187089,1.854312808,-2.314824226,-34.3129907,-12.30029194,-9.088096376,-19.02159739,-16.82866831,-20.1170835,-34.56348149,-30.95811621,-30.19589711,-21.61730246,-17.64087436,-12.35579195,-4.279783589,4.496599111,-12.64918391,-15.96719668,-23.18087673,4.675886045,43.02805765,30.23016394,33.82569013,16.01768511,1.676103024,11.56245977,16.42711623,27.30972222,12.72812354,1.791280488,7.401882638,0.118060641,12.14396926,11.82553769,7.242358284,7.579471344,0.641872563,6.322241869,17.11611934,4.012223092,-16.51848273,32.57182465,79.09445901,82.6586615,78.39073471,69.63653387,76.04688898
NAFTA (North American Free Trade Agreement),43.14165047,42.96500248,1.933532893,9.927932337,9.538387219,-0.641355428,8.717519014,7.03262804,10.1736396,16.4016114,4.759184916,-5.719154862,10.9074859,17.124591,11.81697135,14.76253708,19.10756132,8.834983199,2.969704659,4.255133779,-2.222649725,-2.388295057,3.783198253,-5.644707325,-11.68801223,-2.535552804,-9.205734573,-1.83998321,-10.04554391,-17.83254468,-16.69855229,-12.82465941,-8.880479289,-9.971104562,-5.751495069,-11.17760624,-22.1154494,-25.5841199,-30.09508806,-29.22186951,-21.84511477,-19.7652462,-17.81972373,-13.62141813,-15.86901628,-18.29379042,-20.23027353,-15.47712418,-15.26674336,-16.40369018,-20.75705258,-24.9046069,-27.24251383,-27.35059071,-30.89904487,-32.51120908,-34.27776959,-35.36866544,-34.49828741,-31.84656121,-29.98566359,-26.40988987,-26.76273449,-26.12068003,-25.71738276,-24.34058155,-24.41934242,-27.21683845,-27.63056663,-27.64465532,-27.96201399,-27.08948107
OAS (Organization of American States),30.47133481,28.60669453,6.969489593,6.563839173,4.210960887,4.935121609,7.906367065,6.266929003,9.966455699,11.47610414,3.347228152,-3.637462886,8.825533847,11.81426112,8.206180842,12.42612925,16.4865455,9.296890471,3.237913923,5.035366936,-1.667959734,-1.691124502,3.479438675,-7.125930487,-11.34447551,-1.432354242,-7.543634766,-4.828740926,-9.351757123,-15.26942529,-15.11296099,-10.57976219,-8.65720916,-9.122277836,-5.753532011,-6.807633109,-15.54105132,-18.84868244,-25.63351157,-25.10622789,-17.28363594,-14.6830567,-12.73855862,-10.48380244,-13.90851306,-16.94838858,-18.49551365,-15.06694168,-14.58140636,-16.3668811,-20.91576307,-23.16782876,-24.62182658,-24.87996343,-26.91936659,-27.49923663,-28.43339668,-28.70564537,-27.46406573,-25.64018668,-24.49632731,-20.91452674,-21.63634576,-20.38223182,-20.63759487,-20.45601794,-21.32271115,-24.8554871,-23.99013707,-23.32126652,-23.93629673,-23.40459671
OECD (Organisation for Economic Cooperation and Development),-7.141530996,-2.980135834,-10.43632398,-10.01837651,-9.058696231,-8.318805256,-6.71923782,-8.144957377,-7.152900618,-6.858981796,-5.490417247,-6.263274495,-5.127115418,-4.376526073,-6.417120786,-6.636081079,-6.011239001,-6.284783422,-6.765937758,-5.993526137,-5.990292035,-5.795941371,-5.316937447,-4.97928805,-4.618712594,-5.679242451,-11.55752332,-6.525130077,-9.013663349,-8.758390642,-5.682923392,-9.142344031,-10.46435755,-7.574626186,-5.41658776,-4.119969544,-6.390047285,-6.130615998,-3.722775123,-4.657743821,-3.650748115,-4.89277143,-5.221500439,-4.766333834,-3.534842286,-0.787646767,-1.383617437,-0.267282155,-1.576181543,-1.575687701,-2.51255015,-5.054291662,-8.265785772,-7.388592044,-6.977820246,-7.4466413,-7.877925907,-9.917133583,-10.35874829,-9.059213377,-9.714555937,-6.539729786,-6.9921631,-7.78459745,-8.016114461,-5.822945554,-6.23259803,-6.114713221,-5.767774793,-6.1009227,-6.798771527,-6.558040254
OECS (Organisation of Eastern Caribbean States),14.35830192,-12.6510223,-33.05165664,-35.19408188,-13.16553727,-15.26804628,-23.97405111,-30.51324043,-37.1099142,-35.6580811,-42.11517699,-41.2452612,-52.63507235,-46.85429895,-56.75375385,-48.54103487,-54.10878173,-57.29148564,-64.24798768,-64.79362525,-63.25927515,-63.87930966,-71.73606662,-75.21484161,-73.04813879,-64.40770358,-62.73823239,-61.87102297,-62.76806695,-65.14025385,-64.09896216,-56.32205929,-64.46789874,-65.39292683,-69.38440492,-65.10224692,-66.78275325,-66.87943742,-64.0112075,-70.01691382,-65.89334894,-69.50207062,-69.50311275,-70.93229488,-67.50127745,-70.05887142,-74.43024523,-77.12271197,-81.03185195,-82.13245591,-81.4994597,-83.55006159,-83.43610118,-84.16026214,-83.59296149,-83.95594736,-83.98441613,-85.59249872,-86.82434174,-88.35832452,-86.3228033,-83.97667417,-84.03471065,-84.96071793,-83.1375521,-83.83372459,-83.56785375,-83.29908771,-87.14747346,-89.37337992,-92.13902622,-91.31491915
OIC (Organisation of Islamic Cooperation),-1.512645148,-5.108780694,20.36518142,18.15499196,-8.037745041,3.250546818,10.20187297,10.37322555,7.95335556,-1.798324643,3.178981938,5.93470329,-5.064723142,-5.669509711,-1.693898328,3.798043602,6.442367529,8.948904109,11.46924258,15.9662738,25.11972688,25.71463686,24.82821373,40.17118732,29.77877648,38.96892404,118.5684875,43.7451154,51.47400283,32.73588067,15.94534067,60.34705316,74.51960431,39.15080934,15.40917754,3.394689097,8.152373437,15.24534036,-8.826154486,3.840232057,-6.330560899,4.800503711,17.53919566,3.820018647,2.016487793,-0.646621605,5.237364771,0.50041988,6.629598085,4.937740526,-3.837770408,14.47712417,32.03329311,23.60819677,22.09109736,25.49684955,23.43718293,31.97041954,39.21646118,31.87167165,34.16404485,19.49359549,25.78049809,35.45357485,33.38157351,25.01521191,19.15024211,-1.893945868,-2.252318715,3.711761774,12.71380879,8.623162734
OPEC (Organization of the Petroleum Exporting Countries),18.95591957,15.75930438,54.22920129,46.74382278,32.94271342,46.10621174,51.20703623,48.05024298,50.06744645,19.35375831,28.04805203,22.14669609,27.04581054,34.71400559,59.95551852,74.74779379,78.48141376,67.24567654,72.00297591,84.15367326,77.89703495,75.80180406,79.29108566,101.9806206,78.56613606,95.85209987,258.9740732,99.29483366,94.14581698,59.32691094,34.50038294,101.7268364,127.1846248,75.61444379,40.54436391,28.62659712,35.64884784,48.81822642,6.898400329,31.74992315,11.23948352,39.53065847,73.08425875,33.71461244,26.31453391,28.72904896,48.29178848,45.9177593,68.4793576,56.24645406,10.57295038,49.53744991,108.4343854,63.2367209,67.29896347,76.48034387,81.31425917,107.1148348,121.1236359,101.6432818,99.32120288,56.46004482,74.89445373,97.026625,94.02550684,75.37686302,58.49872471,15.2162555,19.8412522,38.82506957,60.5055266,42.66331802
SAARC (South Asian Association for Regional Cooperation),2.122990794,-26.23830329,14.60431327,13.30096251,-19.08612918,2.634696583,2.14829106,9.519761948,-16.43835566,-25.78268479,-19.86721744,-23.88906825,-37.30486393,-30.22419101,-35.87238334,-35.82907984,-39.93815533,-35.36764119,-35.93233447,-35.73538741,-28.69636517,-26.0056437,-18.1281239,-17.51859565,-6.017233447,-17.82555186,-33.86356216,-41.11517731,-18.51025427,-20.55955008,-31.83257457,-32.09616148,-47.15404702,-48.34991569,-44.73652679,-40.62257319,-45.20858401,-46.46645457,-42.54601425,-35.60211751,-35.23229203,-31.8118733,-29.05805588,-22.46281968,-22.68884788,-17.47431847,-17.25516599,-22.49038398,-20.83723985,-21.70174122,-22.40257174,-25.87030988,-20.38537431,-18.67081826,-18.39031342,-21.60537745,-26.15128808,-32.44202088,-33.92250456,-36.44851382,-41.10404015,-37.34177515,-37.12919268,-36.99414456,-40.79575379,-34.54126351,-33.56775347,-35.1454805,-32.34973542,-38.54773719,-41.00927976,-37.12474977
SACU (Southern African Customs Union),-24.5812792,-8.837587153,24.38919846,-1.452539397,9.033914591,7.982673267,3.880731873,8.305684583,16.53812348,15.58274464,4.620915345,32.24359843,20.41566986,43.89212495,47.40067141,31.43425335,7.824335279,-1.380370126,13.21815814,6.643306379,12.79894231,3.807411033,-13.66018877,-20.75803559,1.767699833,13.71550547,8.466058798,3.238905048,3.978755851,47.28855618,54.26012801,84.52017577,24.09101657,-13.33050274,-8.09664954,9.78222426,3.124385684,36.5352602,34.09973397,32.85578229,12.00498426,12.54299658,18.34950032,15.14241403,10.5450787,13.31516362,4.59680463,-10.38208161,-4.319218186,-7.269902309,-12.57312664,-2.342573718,-0.208227522,2.40470785,0.741007802,-8.862320766,-13.31298702,-15.15181316,-23.00688023,-19.16274949,-20.18785892,-19.13062421,-8.527734649,-14.40279568,-23.16136755,-23.73924748,-23.48404159,-23.47186296,-16.38054835,-12.86702786,-17.85388189,-17.82307948
SADC (Southern African Development Community),-17.43179516,-10.36600477,17.91452718,1.109636064,5.378540493,9.502549317,-2.116810133,1.179138277,7.157012564,0.057551893,-4.945420037,16.88827627,15.18725368,24.61614353,35.25209711,33.18208863,17.98525812,6.102373146,20.35076893,12.69622066,18.61335887,20.48161702,4.935479084,-2.885185612,7.481178664,20.56432476,17.6703676,3.291949047,13.13707512,35.72698253,31.29072715,55.07774042,15.97698051,-14.10114285,-8.772810643,8.5113648,5.008616804,26.33462143,23.09546828,22.86896064,11.96945008,10.1934548,12.08677738,8.014488027,3.028196672,8.512636949,1.560097964,-7.285797538,-2.854535205,-4.967082002,-11.83931658,-3.771781751,4.447931314,3.116180377,5.208106618,-5.834507594,-6.632562875,-1.771402719,-2.446654968,2.755106998,3.709061907,-6.757489946,9.394660551,6.731488761,-1.495549523,-5.534806519,-8.807266382,-18.06803426,-9.51616051,-2.306111788,-4.484804699,-8.357939704
TPP (Trans-Pacific Partnership),3.772651521,-3.049083181,2.228404979,-6.694238845,-9.490566821,-10.50317434,-11.31347173,-9.870630036,-11.62038709,-15.283346,-10.64420377,-4.546509393,-9.394005531,-11.80930245,-7.17194055,-7.424190471,-6.261289669,-5.54342981,-3.720126816,-7.661415531,-2.197017429,0.930313211,2.508077518,7.169906698,8.650306073,0.217818884,-9.766622454,-8.590233876,-0.354779134,5.6928766,9.2712143,-2.770875249,-3.173018941,-1.795598358,5.245129549,15.19938873,17.74046641,20.71681255,28.94950897,26.00938987,18.51347758,11.42155169,8.132036398,11.27882935,14.10128433,14.72474448,12.57297376,12.77617766,7.607404161,7.614098522,12.3529556,13.09976399,11.46612698,8.901731799,10.03682069,11.17120596,11.51663978,9.293532858,8.51828209,7.94767543,2.784800536,3.216878064,6.410865301,2.605263707,-1.760923415,-2.532756565,-2.215390507,-0.680280388,2.485979848,2.357826707,1.680604653,3.16627355
UNASUR (Union of South American Nations),5.750927465,7.16183976,40.7784068,24.91665942,35.43097235,45.73332436,33.49341015,44.44013618,45.43472361,22.91298448,36.1338413,29.00562267,60.88681784,58.65009036,53.09465709,65.48179588,68.15630366,54.35197657,58.17681687,80.3201354,52.56808089,60.39455859,54.32706912,37.41478301,23.6687938,58.5403429,129.3036811,32.95451218,15.87828951,-12.67299153,-20.12426984,22.98599617,46.78768269,43.62486795,24.14670619,92.00556982,89.88616274,64.57444089,3.003019664,6.244395623,-14.31165602,59.91345514,105.3498939,25.03536386,-4.917973379,4.437090256,39.92084067,25.23492593,73.89257631,34.62860209,-1.012016298,24.73758186,67.86578046,27.99086039,73.99865708,124.4063037,100.4510767,97.40189185,74.10139903,41.14990608,63.68640081,26.26845629,46.01204447,60.8245654,60.70273358,54.36323573,44.20905491,0.7492371,25.56319673,63.35434913,57.28939538,30.39819882
WAEMU (West African Economic and Monetary Union),14.67374069,-5.119973806,-19.23255377,-37.48680554,-37.41623805,-18.47972531,-13.90138667,-23.52228362,-15.0464366,-23.65996553,-13.17774982,-18.87431157,-21.19848622,-16.1769828,-17.86895298,-14.19550823,-12.23235068,-16.63509882,-8.171159483,-10.9604384,-3.461863253,-9.611105547,-9.417184062,-20.99117752,-15.58344365,-20.61190948,-9.661523864,-21.44173744,-9.745748627,-9.512965124,-26.06701283,-26.52638907,-23.32848609,-30.37675433,-31.21253393,-22.68622338,7.240536947,3.072763889,0.020795494,-9.351540734,-19.49668972,-11.96527621,-9.946576832,-12.44208572,-18.37658548,-16.69653918,1.829851566,-11.77462057,-3.597783635,-2.636505364,-4.75173757,-6.501534329,-5.907334603,-8.066877353,7.486867146,-3.622032143,-9.600527283,-17.30450265,-12.71390099,-25.03875452,-27.32847381,-12.436853,-15.59447239,-4.392753252,-20.99685955,-29.936349,-22.22796577,-20.00879223,-18.99842927,-21.00790944,-23.83207491,-20.96546782
ECA (Economic Commission for Africa),-13.16808594,-15.4081141,-1.109672354,-9.255844083,-14.12010839,-7.174294018,-8.158456813,-11.41859461,-9.195371751,-15.15241675,-17.86079497,-9.597452184,-13.6916838,-12.67083211,-3.717730663,4.703136702,3.462367508,-0.75460449,5.908429248,6.919894716,16.69832236,20.37114599,10.94274223,4.280175484,13.59185908,20.95023417,36.91839484,-1.918959398,12.07954933,9.203925041,-9.021081491,29.108848,25.80988322,-9.271935752,-10.93118114,-4.262825365,0.520885913,12.4675007,-6.892740071,-5.149534276,-18.20471987,-8.19879236,11.06225731,7.49225474,-0.886585892,-3.14415246,-6.673879258,-9.850258017,-1.036082068,-4.02326337,-20.87217128,-9.063188839,13.87467997,2.938890515,6.577575216,8.364276666,12.73142162,21.28672462,22.38318942,16.46209351,16.80359161,-4.401148264,8.79306509,7.690880116,3.742411501,-7.773080996,-12.7495409,-29.34273606,-26.65887805,-17.80184013,-15.99634933,-18.91265297
  ECA: Central Africa,4.970760234,-16.15152219,12.91139241,8.185053381,-10.29411765,9.532062392,11.51315789,18.33710692,20.47378498,1.568362621,3.75701879,34.47559401,45.71786143,11.01438844,54.11019996,74.88394344,62.17693092,52.67656579,66.74760655,52.77543734,82.34128683,92.54761623,84.80849629,59.1542074,52.26567202,76.33950525,113.2007155,44.62678292,74.04278619,64.9775959,38.24882156,109.2473794,52.62115275,36.12995259,35.8990989,36.66025135,59.17444052,39.18631681,-0.515453288,-1.870681037,24.96767911,39.34691615,51.7051966,63.81596182,79.77056173,87.99715264,82.26395747,76.89965635,47.98567466,75.2496862,38.66577978,66.51876475,103.945288,55.82882279,42.7247337,71.30167783,105.1086117,137.2896522,120.0147491,88.98554034,115.9546261,40.63684019,64.63466542,61.68612616,56.53638957,47.92195639,29.65833468,11.40663868,15.58480299,40.41983358,56.77961491,43.36352679
  ECA: East Africa,-9.375351716,-34.25066903,-9.976299324,-7.76018895,-11.16480643,-18.0752241,-18.90008795,-27.68471604,-16.26409813,-20.0607603,-9.64172067,-11.92453016,-13.47400554,-13.36272899,-12.29224214,-3.810508809,0.977092589,-13.31224796,-14.03767248,-13.54293485,-20.95588146,-16.94659968,-15.76418544,-32.67671289,-18.4965635,-12.99181836,-32.80728802,-36.75098514,-16.77452324,-9.298037496,-40.76686089,-36.11134599,-46.80902442,-49.65102752,-47.36632152,-45.64225722,-39.1106835,-47.50706339,-40.54368507,-55.89823724,-56.11489997,-53.22067996,-61.55326661,-55.1058724,-58.09151652,-56.95060984,-50.36462471,-51.51596993,-47.59001773,-47.51203468,-53.61901495,-55.93729327,-53.81498448,-53.48466466,-48.56312629,-53.54552637,-55.05164845,-57.16617048,-61.82076585,-62.97350459,-65.22770226,-64.34259527,-61.60155206,-61.33110268,-62.70349446,-64.73755986,-66.34661141,-65.83244014,-61.38789377,-59.15058213,-59.55367575,-58.9392824
  ECA: North Africa,-26.11203417,-28.33494167,-24.23030331,-27.43783644,-38.45163508,-32.24064792,-30.07637389,-30.35150825,-31.14628153,-34.60046826,-40.0631045,-41.9787316,-44.06901441,-46.77373974,-38.24763072,-14.80167223,-5.994680393,-0.715117277,-0.964537214,12.89438843,32.84642063,39.6514396,31.91200585,27.89205624,28.21858793,21.59382995,36.15190236,-11.46382749,9.820955434,0.400222166,-19.45289888,25.351472,38.94372365,1.369608344,-5.595996332,-6.284858835,-10.59922141,2.645988433,-27.81715905,-27.05525635,-41.92678481,-28.83146988,-0.775067606,4.916602392,-9.495627333,-20.32383973,-21.83840749,-22.94207893,-15.16972167,-13.51774589,-36.05192396,-22.37905785,11.87204453,0.192415867,-4.213610135,11.39788384,11.98671872,28.96406159,38.86305846,25.91910277,25.91892194,-10.5811664,-0.44803591,-9.561878738,-7.08451563,-19.14378029,-31.94822198,-46.21176312,-42.13454942,-36.30347524,-33.25514591,-33.93997073
  ECA: Southern Africa,-20.96279955,-9.825381784,18.07371953,-1.412047423,8.724108297,12.05215815,-2.425431868,0.862613299,4.758384088,0.692905158,-7.501944571,14.18009161,8.700689263,24.78594832,29.76771792,25.53198051,13.25457658,2.474574627,15.13755476,6.034560555,11.93030224,12.93019074,-3.13723351,-7.637219731,2.253250586,15.66149967,14.60421591,3.23876922,10.06778359,35.61459803,36.41038993,60.20555354,18.99594804,-13.44780807,-7.553814529,10.03152872,4.405191149,31.50940997,27.11302114,28.94315423,13.02059013,12.44754152,16.74155894,12.57014464,6.717439779,12.1635131,3.60679496,-6.378705848,-1.868823509,-4.560925474,-10.55472505,-1.096734118,7.30204618,6.327332107,7.845223145,-3.617637721,-4.239643257,1.533969235,0.806015146,7.259108479,9.155277544,-2.332638404,13.93270085,11.23103286,2.339190818,-1.453053375,-5.671738974,-15.63328484,-6.780788305,-0.557648544,-3.572565424,-5.835189818
